management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
3.055556,3.2,3.2,2.833333,5.703783,,10,Private Equity,US,1,0,50,3,Sweden,,2006,371,32,322.663,,
3,3.4,2.8,3,4.905275,,7,Private Individuals,,0,0,2,2,Sweden,,2006,356,32,322.663,,
2.944444,3.6,2.8,2.333333,6.55108,,10,Dispersed Shareholders,Finland,1,0,25,5,Sweden,,2006,306,32,322.663,,
3.166667,4,2.6,2.833333,6.620073,87,3,Dispersed Shareholders,Finland,1,0,,,Sweden,,2009,306,38,352.327,,
3.777778,4.2,3.6,3.833333,4.672829,,4,"Family owned, family CEO",,0,0,10,3,Sweden,,2006,201,32,322.663,,
2.411765,2.4,2.6,2.333333,5.857933,,10,"Family owned, family CEO",Sweden,0,1,20,4,Sweden,,2006,327,32,322.663,,
2.588235,3.2,3.2,1.666667,5.010635,,5,Dispersed Shareholders,Holland,1,0,25,30,Sweden,,2006,282,32,322.663,,
3.888889,4.4,4.2,3.333333,5.010635,,5,Dispersed Shareholders,Holland,1,0,65,20,Sweden,,2006,282,32,322.663,,
3.111111,3.8,3,2.666667,6.214608,,3,Dispersed Shareholders,Holland,1,0,90,10,Sweden,,2006,281,32,322.663,,
2.833333,3,3,2.333333,5.036952,,6,Dispersed Shareholders,Sweden,0,1,20,10,Sweden,,2006,367,32,322.663,,
3,3.2,2.6,3.333333,6.39693,,10,Private Individuals,Sweden,0,1,55,10,Sweden,,2006,252,32,322.663,,
3.277778,3.6,3.2,2.833333,5.799093,,10,Private Equity,Sweden,0,1,30,4,Sweden,,2006,262,32,322.663,,
2.647059,3,3,1.8,7.003066,,10,Dispersed Shareholders,Norway,1,0,50,,Sweden,,2006,203,32,322.663,,
3.611111,4.4,3.8,3,7.069874,,5,Dispersed Shareholders,Norway,1,0,30,30,Sweden,,2006,203,32,322.663,,
2.722222,2.8,2.4,2.666667,5.703783,,4,Managers,Sweden,0,1,100,71,Sweden,,2006,355,32,322.663,,
3.777778,4.2,4,3.166667,5.247024,,10,"Family owned, family CEO",,0,0,33,15,Sweden,,2006,344,32,322.663,,
3.611111,4.2,2.8,3.666667,5.799093,15,3,"Family owned, family CEO",,0,0,50,4,Sweden,,2009,344,38,352.327,,
2.5,3.2,2.2,2.666667,4.682131,,10,Dispersed Shareholders,Holland,1,0,50,30,Sweden,,2006,283,32,322.663,,
2.611111,3,3,1.833333,5.111988,,10,Private Equity,,0,0,13,1,Sweden,,2006,353,32,322.663,,
2.611111,3,3,2,5.099866,,10,Private Equity,,0,0,50,2,Sweden,,2006,353,32,322.663,,
4.111111,4.4,4.2,3.666667,5.913503,,10,Dispersed Shareholders,,0,0,90,70,Sweden,,2006,283,32,322.663,,
2.777778,3.6,3.2,2.333333,5.247024,,10,Private Equity,Norway,1,0,28,20,Sweden,,2006,367,32,322.663,,
3.166667,4.6,2.6,2.333333,5.703783,,10,Private Equity,Sweden,0,1,15,0,Sweden,,2006,345,32,322.663,,
3.333333,3.4,3.8,3.333333,7.17012,,6,Private Equity,Sweden,0,1,70,45,Sweden,,2006,348,32,322.663,,
3.555556,4.4,3.2,3.166667,5.273,,6,Dispersed Shareholders,UK,1,0,50,25,Sweden,,2006,229,32,322.663,,
3.111111,3.8,3.2,2.5,5.135798,,10,Dispersed Shareholders,UK,1,0,50,5,Sweden,,2006,229,32,322.663,,
3.222222,3.8,3.4,2.333333,4.744932,95,5,Dispersed Shareholders,UK,1,0,25,2,Sweden,,2009,229,38,352.327,,
3.777778,4.6,3.8,2.833333,5.703783,,5,Other,Japan,1,0,44,7,Sweden,,2006,371,32,322.663,,
2.888889,3.8,2.8,2.166667,5.634789,,8,Other,Japan,1,0,65,35,Sweden,,2006,371,32,322.663,,
3.833333,3.6,3.8,4,5.049856,,10,"Family owned, family CEO",,0,0,15,3,Sweden,,2006,349,32,322.663,,
3.555556,3.8,4,2.833333,6.39693,,2,Other,Finland,1,0,50,12,Sweden,,2006,265,32,322.663,,
3.055556,3.6,2.4,2.666667,6.363028,35,10,Other,Finland,1,0,7,,Sweden,,2009,265,38,352.327,,
3.055556,3,3.4,2.833333,5.075174,,10,Private Individuals,Sweden,0,1,30,0,Sweden,,2006,328,32,322.663,,
3.111111,3.6,2.8,3,6.39693,,10,Private Equity,Sweden,0,1,7,1,Sweden,,2006,349,32,322.663,,
3.444444,3.8,3,3.333333,6.263398,30,10,Private Equity,Sweden,0,1,,,Sweden,,2006,349,38,352.327,,
2.444444,1.8,3,2.5,4.60517,,10,Founder,,0,0,10,0,Sweden,,2006,262,32,322.663,,
3.555556,3.8,3.2,3.666667,5.010635,,4,Private Equity,Sweden,0,1,0,2,Sweden,,2006,251,32,322.663,,
2.705882,3.4,3,2.4,5.298317,,4,"Family owned, external CEO",,0,0,,11,Sweden,,2006,209,32,322.663,,
3.888889,3.8,4,3.833333,5.298317,10,4,"Family owned, external CEO",,0,0,40,20,Sweden,,2010,209,38,352.327,,
3.5,3.8,3.2,3.666667,5.192957,,10,Other,,0,0,100,60,Sweden,,2006,306,32,322.663,,
3.611111,4.4,3,3.333333,5.370638,100,10,Other,,0,0,50,10,Sweden,,2009,306,38,352.327,,
4.444445,5,4.2,4.166667,5.703783,,10,Private Individuals,France,1,0,100,3,Sweden,,2006,327,32,322.663,,
3.444444,4,3.2,3,6.040255,0,10,Private Individuals,Germany,1,0,25,5,Sweden,,2009,327,38,352.327,,
3.388889,4.4,3.2,2.666667,5.393628,,10,Dispersed Shareholders,Sweden,0,1,50,9,Sweden,,2006,348,32,322.663,,
3.277778,3.8,3.2,2.833333,5.480639,,10,Dispersed Shareholders,Sweden,0,1,42,5,Sweden,,2006,348,32,322.663,,
3.277778,3.8,3.4,2.666667,5.991465,,10,Other,Sweden,0,1,60,10,Sweden,,2006,299,32,322.663,,
4.166667,4.2,4.2,4.166667,6.152733,,5,Dispersed Shareholders,Sweden,0,1,80,60,Sweden,,2006,367,32,322.663,,
3.666667,4.2,3.2,3.333333,5.926926,100,0,Dispersed Shareholders,Sweden,0,1,50,15,Sweden,,2009,367,38,352.327,,
3.277778,4.2,3,2.333333,4.60517,,4,Dispersed Shareholders,,0,0,50,0,Sweden,,2006,354,32,322.663,,
2.888889,3.6,2.4,2.666667,4.60517,99,1,Dispersed Shareholders,,0,0,75,5,Sweden,,2010,356,38,352.327,,
3.388889,4,3.4,2.833333,5.135798,,10,Founder,,0,0,50,7,Sweden,,2006,341,32,322.663,,
3.111111,3.2,3.8,2.166667,5.991465,,5,Private Individuals,India,1,0,80,40,Sweden,,2006,371,32,322.663,,
3.444444,4,3.8,2.5,4.867535,,5,Private Equity,Sweden,0,1,70,40,Sweden,,2006,252,32,322.663,,
3.333333,3.8,3.6,2.666667,6.109248,65,5,Private Equity,Sweden,0,1,12,0,Sweden,,2008,252,38,352.327,,
2.555556,2.8,3.6,1.833333,4.718499,,10,"Family owned, external CEO",,0,0,14,0,Sweden,,2006,332,32,322.663,,
2.944444,3.6,3.2,1.833333,5.393628,,5,Private Equity,Sweden,0,1,4,3,Sweden,,2006,336,32,322.663,,
3.833333,4.6,3.8,3.333333,4.787492,,10,Dispersed Shareholders,,0,0,70,30,Sweden,,2006,366,32,322.663,,
3.166667,4,2.4,3.166667,5.273,,3,Private Individuals,Germany,1,0,12,3,Sweden,,2006,289,32,322.663,,
2.833333,3.2,2.8,3,5.153292,80,2,Private Individuals,Germany,1,0,10,0,Sweden,,2009,289,38,352.327,,
1.888889,2.4,2,1.666667,4.976734,,10,Dispersed Shareholders,Norway,1,0,38,10,Sweden,,2006,331,32,322.663,,
3.722222,4,4,3,4.65396,60,10,Dispersed Shareholders,Norway,1,0,30,5,Sweden,,2009,331,38,352.327,,
3.277778,3.8,3.4,2.833333,6.476973,,3,Dispersed Shareholders,,0,0,20,1,Sweden,,2006,333,32,322.663,,
3.333333,3.2,3.2,3.333333,7.600903,99,2,Dispersed Shareholders,,0,0,40,5,Sweden,,2009,333,38,352.327,,
3.222222,3.4,3,3.166667,5.099866,,5,Founder,Sweden,0,1,20,0,Sweden,,2006,349,32,322.663,,
2.611111,3.2,2.4,2.166667,5.043425,,10,Managers,,0,0,44,4,Sweden,,2006,367,32,322.663,,
3,3.2,2.6,2.833333,5.926926,20,10,Managers,,0,0,30,2,Sweden,,2009,367,38,352.327,,
3.777778,4.2,3.8,3.333333,4.787492,,0,Private Equity,Sweden,0,1,90,60,Sweden,,2006,283,32,322.663,,
2.722222,2.6,3.2,2.166667,5.298317,,10,Dispersed Shareholders,US,1,0,53,40,Sweden,,2006,354,32,322.663,,
3.222222,3.6,2.8,3,5.703783,97,3,Dispersed Shareholders,US,1,0,2,10,Sweden,,2009,354,38,352.327,,
4.055555,5,3.6,3.5,6.44572,,5,Private Individuals,Sweden,0,1,67,21,Sweden,,2006,207,32,322.663,,
2.944444,3.4,2.6,2.666667,6.253829,65,10,Private Individuals,Sweden,0,1,67,25,Sweden,,2009,207,38,352.327,,
2.588235,3,2.6,2.333333,5.010635,,10,Dispersed Shareholders,Norway,1,0,50,20,Sweden,,2006,355,32,322.663,,
2.111111,1.6,1.8,2.333333,4.941642,10,10,Dispersed Shareholders,Norway,1,0,,,Sweden,,2008,355,38,352.327,,
3.111111,3.4,3,2.833333,4.976734,,5,Dispersed Shareholders,Netherlands,1,0,50,,Sweden,,2006,285,32,322.663,,
3.444444,3.8,3.2,3.5,5.123964,70,3,Dispersed Shareholders,Netherlands,1,0,50,2,Sweden,,2009,285,38,352.327,,
3.777778,4.6,3.4,3.333333,5.075174,,10,Dispersed Shareholders,Netherlands,1,0,66,5,Sweden,,2006,285,32,322.663,,
3.611111,4,4,3,5.09375,92,5,Dispersed Shareholders,Netherlands,1,0,20,9,Sweden,,2009,285,38,352.327,,
2.888889,3.2,2.8,2.833333,4.60517,,3,"Family owned, external CEO",,0,0,80,40,Sweden,,2006,283,32,322.663,,
3.388889,4,3.6,2.666667,6.55108,,10,Dispersed Shareholders,,0,0,50,30,Sweden,,2006,371,32,322.663,,
3.611111,4.4,3.4,3,6.745236,,10,Dispersed Shareholders,,0,0,20,8,Sweden,,2006,371,32,322.663,,
3.333333,3.4,3.4,3.333333,5.521461,,10,Dispersed Shareholders,UK,1,0,6,13,Sweden,,2006,339,32,322.663,,
2.888889,3,3,2.333333,5.857933,,1,Dispersed Shareholders,UK,1,0,50,10,Sweden,,2006,357,32,322.663,,
3.833333,4,3.8,3.333333,5.298317,,10,Private Individuals,,0,0,50,6,Sweden,,2006,355,32,322.663,,
2.611111,3.4,2.4,2,6.684612,,8,Dispersed Shareholders,US,1,0,25,8,Sweden,,2006,366,32,322.663,,
3.555556,4.6,3,3,6.214608,80,8,Dispersed Shareholders,US,1,0,25,15,Sweden,,2009,366,38,352.327,,
2.666667,3.6,2.6,2,5.521461,,4,Dispersed Shareholders,Norway,1,0,56,4,Sweden,,2006,204,32,322.663,,
3.611111,4.6,2.4,3.5,6.214608,,4,"Family owned, external CEO",Italy,1,0,4,10,Sweden,,2006,205,32,322.663,,
3.277778,3.6,3.2,2.833333,6.39693,,10,Dispersed Shareholders,Germany,1,0,43,3,Sweden,,2006,371,32,322.663,,
4,5,3.8,3,6.309918,5,2,Private Individuals,Germany,1,0,20,5,Sweden,,2009,371,38,352.327,,
4.222222,4.8,4,4,6.476973,,,Dispersed Shareholders,Norway,1,0,29,5,Sweden,,2006,371,32,322.663,,
3.235294,4.5,2.8,2.666667,5.521461,,8,Private Equity,Sweden,0,1,16,2,Sweden,,2006,251,32,322.663,,
2.777778,3.2,2.6,2.666667,7.047517,,3,Private Equity,Belgium,1,0,33,1,Sweden,,2006,327,32,322.663,,
2.833333,3.6,2.4,2.833333,6.802395,,10,Private Equity,Belgium,1,0,33,4,Sweden,,2006,327,32,322.663,,
3.388889,3.6,3.2,3.5,6.907755,,4,Dispersed Shareholders,Sweden,0,1,75,40,Sweden,,2006,357,32,322.663,,
2.277778,2.8,2.6,1.833333,5.135798,,7,Dispersed Shareholders,Sweden,0,1,30,0,Sweden,,2006,371,32,322.663,,
4.5,4.6,4.4,4.333333,5.857933,,8,Dispersed Shareholders,US,1,0,50,30,Sweden,,2006,366,32,322.663,,
3.944444,4.4,4.2,3.333333,5.480639,,10,Dispersed Shareholders,Germany,1,0,2,2,Sweden,,2006,384,32,322.663,,
4,4.4,4.2,3.166667,6.907755,,10,Founder,Sweden,0,1,40,20,Sweden,,2006,308,32,322.663,,
3.222222,3.2,3.4,3.166667,5.010635,,3,Dispersed Shareholders,Finland,1,0,33,7,Sweden,,2004,308,32,322.663,,
3.888889,5,4.2,2.833333,6.684612,,3,Dispersed Shareholders,US,1,0,20,2,Sweden,,2006,371,32,322.663,,
3.722222,4.2,4,3,6.55108,80,2,Dispersed Shareholders,US,1,0,20,1,Sweden,,2009,371,38,352.327,,
2.888889,3,4,2,4.60517,,10,Founder,Sweden,0,1,14,2,Sweden,,2006,252,32,322.663,,
3.611111,4.2,2.8,3.666667,5.192957,80,10,Founder,,0,0,30,0,Sweden,,2009,252,38,352.327,,
2,2.6,2,1.833333,4.867535,,10,Other,Denmark,1,0,70,0,Sweden,,2006,352,32,322.663,,
2.555556,3,2.6,2.5,6.684612,70,5,Other,Denmark,1,0,3,7,Sweden,,2009,352,38,352.327,,
2.611111,2.4,2.4,3.166667,5.886104,,6,Dispersed Shareholders,Canada,1,0,16,3,Sweden,,2006,275,32,322.663,,
3.611111,4,3.8,3.166667,4.867535,,3,Dispersed Shareholders,US,1,0,40,6,Sweden,,2006,361,32,322.663,,
4.388889,5,4.4,3.833333,6.109248,,10,Dispersed Shareholders,Sweden,0,1,50,20,Sweden,,2006,211,32,322.663,,
1.777778,2.2,1.2,1.666667,4.60517,,10,Dispersed Shareholders,Sweden,0,1,50,,Sweden,,2006,283,32,322.663,,
2.888889,3.4,2.4,2.5,5.192957,,10,Dispersed Shareholders,UK,1,0,5,40,Sweden,,2006,349,32,322.663,,
3.611111,4.2,4.2,2.833333,5.703783,,10,Managers,Sweden,0,1,100,80,Sweden,,2006,384,32,322.663,,
3.833333,4.4,3.2,3.833333,7.696213,,2,Dispersed Shareholders,Germany,1,0,70,35,Sweden,,2006,351,32,322.663,,
3.222222,4,3.6,2.5,5.075174,,10,Other,US,1,0,67,10,Sweden,,2006,203,32,322.663,,
3.722222,4.6,3.8,3,5.298317,,1,Other,US,1,0,80,10,Sweden,,2006,203,32,322.663,,
3,3,3,3,5.010635,,10,Managers,Sweden,0,1,20,0,Sweden,,2006,349,32,322.663,,
1.777778,1.4,1.8,2,4.70048,,10,Private Individuals,,0,0,25,5,Sweden,,2006,349,32,322.663,,
2.611111,2.8,2.6,2.333333,5.298317,,8,Other,Finland,1,0,40,0,Sweden,,2006,333,32,322.663,,
3.444444,4.2,3,3,5.192957,80,5,Government,Finland,1,0,60,0,Sweden,,2009,333,38,352.327,,
3.166667,3.4,3.4,2.666667,5.634789,,10,"Family owned, family CEO",,0,0,60,,Sweden,,2006,242,32,322.663,,
2.588235,2.8,2.6,2.333333,5.521461,,10,"Family owned, family CEO",,0,0,100,10,Sweden,,2006,242,32,322.663,,
2.944444,3.8,3.4,1.5,6.907755,,10,Private Individuals,Germany,1,0,30,10,Sweden,,2006,371,32,322.663,,
4,4.4,4,3.5,7.003066,,10,Private Individuals,Germany,1,0,45,24,Sweden,,2006,371,32,322.663,,
3.722222,4,3.4,3.833333,4.682131,,,Dispersed Shareholders,US,0,1,,,United States,3,2004,357,0,11867.75,,
3.555556,4,3.8,2.666667,5.521461,,10,Dispersed Shareholders,UK,1,0,100,3,United States,,2006,359,0,13398.93,,
3,3.2,2.8,3,5.521461,5,1,Dispersed Shareholders,UK,1,0,75,0,United States,,2006,359,0,14119.05,,
4,4.4,4.2,3.333333,5.010635,,10,Dispersed Shareholders,,0,0,70,10,United States,,2006,346,0,13398.93,,
2.944444,3.8,2.4,2.333333,5.010635,5,10,Private Equity,,0,0,50,2,United States,,2006,346,0,14624.18,,
2.666667,3.2,3.2,1.833333,5.857933,,5,Private Individuals,,0,0,33,0,United States,,2006,262,0,13398.93,,
3.444444,3.4,3.6,3.5,5.991465,10,10,Private Individuals,,0,0,60,0,United States,,2009,262,0,14624.18,,
4,4.6,4.2,3.5,6.907755,,10,Other,Canada,1,0,95,10,United States,,2008,209,0,14369.08,,
3.722222,3.2,2.8,4.666667,7.244227,,10,Private Individuals,US,0,1,50,50,United States,,2006,343,0,13398.93,,
3,3,2.6,3.5,6.39693,,8,"Family owned, family CEO",,0,0,3,20,United States,,2006,262,0,13398.93,,
2.117647,2.2,2,2.166667,4.867535,,10,"Family owned, family CEO",,0,0,40,10,United States,,2006,265,0,13398.93,,
1.388889,2.2,1,1.166667,4.941642,0,5,"Family owned, family CEO",,0,0,50,0,United States,,2006,265,0,14624.18,,
3.875,4.2,4,3.5,6.214608,,10,Dispersed Shareholders,,0,0,100,10,United States,,2006,384,0,13398.93,,
2.5,2.4,2.6,2.666667,4.60517,,10,"Family owned, family CEO",,0,0,50,20,United States,,2007,271,0,13398.93,,
2.833333,3,2.8,2.833333,4.60517,,10,Private Individuals,,0,0,100,5,United States,,2006,308,0,13398.93,,
4,4.6,3.8,4,6.131227,,10,Dispersed Shareholders,US,0,1,100,40,United States,,2006,281,0,13398.93,,
3.833333,4.6,4,2.833333,6.907755,30,10,Private Equity,US,0,1,95,5,United States,,2006,281,0,14119.05,,
2.166667,2.8,1.8,2.333333,4.828314,,4,Private Individuals,,0,0,,,United States,,2006,233,0,14369.08,,
2.722222,3,2.8,3,5.521461,,10,"Family owned, family CEO",,0,0,50,,United States,,2007,283,0,14369.08,,
3.444444,4.2,3.6,2.666667,5.02388,,4,Private Individuals,US,0,1,80,10,United States,,2006,267,0,14369.08,,
2.333333,2.8,2,2.666667,7.718241,,4,Private Individuals,Germany,1,0,100,0,United States,,2006,324,0,13398.93,,
2.555556,3,2.2,2.5,4.867535,0,4,Dispersed Shareholders,Germany,1,0,50,0,United States,,2008,324,0,14119.05,,
2.055556,2.4,1.8,2.333333,4.828314,,10,"Family owned, family CEO",,0,0,36,,United States,,2008,382,0,14369.08,,
3.944444,4,3,4.333333,5.480639,,,Managers,,0,0,10,0,United States,,2006,355,0,13398.93,,
3.055556,3.4,2.6,3.333333,4.828314,,10,Founder,,0,0,40,1,United States,,2006,345,0,13398.93,,
3.055556,3.4,2.8,3,7.003066,,10,Dispersed Shareholders,Sweden,1,0,100,60,United States,,2006,335,0,13398.93,,
3.666667,4,3.8,3.5,4.644391,,10,Founder,,0,0,8,0,United States,,2007,396,0,13398.93,,
2.722222,2.6,2,3.166667,7.740664,,3,Other,US,0,1,100,0,United States,,2006,249,0,13398.93,,
3.666667,3.8,3.2,4.166667,6.109248,,10,Founder,,0,0,50,0,United States,,2006,305,0,13398.93,,
3.5,3.8,3,3.666667,4.905275,0,1,Founder,,0,0,50,10,United States,,2010,305,0,14624.18,,
3.055556,3.6,2.2,3.166667,5.857933,,4,Private Equity,Germany,1,0,100,50,United States,,2007,382,0,13398.93,,
3.388889,3.4,3.2,3.666667,5.560682,,3,"Family owned, family CEO",,0,0,100,20,United States,,2007,366,0,13398.93,,
3.722222,3.8,3.8,3.833333,5.521461,20,4,"Family owned, family CEO",,0,0,100,10,United States,,2007,366,0,14119.05,,
4.555555,4.6,4.4,4.5,5.857933,,10,Dispersed Shareholders,US,0,1,100,15,United States,,2006,382,0,13398.93,,
3,4,2.6,3.166667,5.703783,,10,Founder,,0,0,3,0,United States,,2006,263,0,13398.93,,
3.444444,4.2,3.8,2.166667,6.55108,,8,"Family owned, family CEO",,0,0,40,10,United States,,2006,349,0,13398.93,,
3.777778,4.2,3,3.666667,5.857933,5,6,"Family owned, family CEO",,0,0,20,2,United States,,2006,349,0,14624.18,,
3.722222,4.6,3.2,3.333333,6.907755,,,Dispersed Shareholders,UK,1,0,100,25,United States,,2007,322,0,14369.08,,
3.055556,3,3,3.666667,5.703783,,10,"Family owned, family CEO",,0,0,80,,United States,,2006,331,0,13398.93,,
3.388889,4,3.8,2.5,5.298317,40,6,"Family owned, family CEO",,0,0,80,30,United States,,2006,331,0,14624.18,,
3.888889,4.4,4,3.333333,8.006368,,10,Private Individuals,,0,0,5,2,United States,,2007,205,0,13398.93,,
3.5,3.8,3.2,3.166667,8.006368,1,2,Private Individuals,,0,0,2,5,United States,,2009,205,0,14119.05,,
4.166667,4.4,4.4,4,5.164786,,4,Dispersed Shareholders,,0,0,50,4,United States,,2006,265,0,14369.08,,
3.166667,3.8,3.4,2.166667,5.857933,,10,"Family owned, family CEO",,0,0,30,0,United States,,2005,331,0,13398.93,,
3.111111,4,2.8,2.666667,5.940171,5,4,"Family owned, family CEO",,0,0,30,5,United States,,2007,331,0,14119.05,,
2.777778,3.2,2.6,2.666667,5.703783,,4,Founder,,0,0,80,0,United States,,2007,229,0,13398.93,,
2.888889,3,2.6,2.833333,5.010635,10,4,Founder,,0,0,100,50,United States,,2008,229,0,14119.05,,
3.235294,4,3.8,2,5.298317,,10,"Family owned, external CEO",,0,0,,,United States,,2007,239,0,13398.93,,
3.166667,3.4,3.4,3,4.70048,,10,Dispersed Shareholders,US,0,1,80,10,United States,,2007,349,0,13398.93,,
3.111111,3.6,3.4,3.166667,5.991465,,10,"Family owned, family CEO",,0,0,17,1,United States,,2007,243,0,14369.08,,
2.555556,2.6,2,2.833333,5.298317,,1,Founder,,0,0,0,0,United States,,2005,285,0,13398.93,,
4.444445,5,3.8,4.666667,6.522093,,,"Family owned, external CEO",Belgium,1,0,100,75,United States,,2006,283,0,13398.93,,
2.888889,3.2,2.8,2.5,5.298317,,10,"Family owned, family CEO",,0,0,40,10,United States,,2006,267,0,13398.93,,
3.470588,3.2,3.75,3.666667,4.976734,,10,"Family owned, family CEO",,0,0,50,10,United States,,2006,249,0,13398.93,,
3.277778,3.4,3.6,3.166667,5.966147,20,4,"Family owned, family CEO",,0,0,50,4,United States,,2007,249,0,14119.05,,
4,3.2,4.8,4.333333,8.294049,,10,Dispersed Shareholders,Austria,1,0,95,90,United States,,2006,327,0,13398.93,,
2.222222,1.6,3,2.333333,8.476371,,10,Private Individuals,,0,0,10,0,United States,,2008,239,0,14369.08,,
3.722222,3.8,4.4,3.166667,4.941642,,4,Dispersed Shareholders,UK,1,0,10,0,United States,,2007,344,0,13398.93,,
3.833333,3.8,3.6,3.833333,4.941642,5,4,Dispersed Shareholders,UK,1,0,75,3,United States,,2009,344,0,14119.05,,
3.277778,3.2,2.8,3.5,4.787492,,10,"Family owned, family CEO",,0,0,20,3,United States,,2007,279,0,13398.93,,
3.333333,3.8,3.2,3,5.075174,,10,Private Individuals,US,0,1,42,25,United States,,2009,306,0,14369.08,,
3.882353,3.6,4,4.333333,6.887553,,10,Dispersed Shareholders,,0,0,40,5,United States,,2006,274,0,13398.93,,
3.277778,3.4,3.8,2.5,5.703783,,,Dispersed Shareholders,Germany,1,0,100,15,United States,,2006,356,0,13398.93,,
3.777778,4.6,3.6,3.166667,5.703783,50,8,Dispersed Shareholders,Germany,1,0,,,United States,,2006,356,0,14119.05,,
2.222222,2.6,1.8,2.666667,4.60517,,6,"Family owned, family CEO",,0,0,90,20,United States,,2006,232,0,13398.93,,
4.055555,4,3.8,4,4.905275,,10,Private Individuals,,0,0,90,0,United States,,2006,239,0,13398.93,,
3.944444,3.6,4,4.333333,4.718499,,10,Dispersed Shareholders,,0,0,60,18,United States,,2006,339,0,13398.93,,
3.555556,3.6,3.2,3.666667,4.976734,,3,Dispersed Shareholders,,0,0,33,13,United States,,2006,359,0,13398.93,,
3.166667,3,3,3.333333,4.60517,,10,Founder,,0,0,50,5,United States,,2006,344,0,13398.93,,
3.055556,2.8,2.8,3.5,4.60517,20,10,Founder,,0,0,50,5,United States,,2009,344,0,14119.05,,
3.388889,3.8,3.4,3,5.616771,,4,Private Individuals,,0,0,50,40,United States,,2006,202,0,13398.93,,
2.777778,3.6,3.4,1.833333,5.616771,0,6,Private Individuals,,0,0,100,3,United States,,2006,202,0,14119.05,,
4.055555,5,4,3.166667,5.752573,,10,Private Individuals,US,0,1,60,4,United States,,2006,228,0,13398.93,,
3.611111,4,3.6,3.166667,5.752573,0,5,Private Individuals,US,0,1,50,2,United States,,2009,228,0,14119.05,,
3.777778,4.4,2.8,3.833333,6.693324,,,Other,US,0,1,75,40,United States,,2005,308,0,13398.93,,
4.111111,4.4,4,4.333333,4.60517,,10,Private Individuals,,0,0,90,50,United States,,2006,345,0,13398.93,,
2.722222,2.6,2.4,2.833333,4.60517,,10,Private Individuals,,0,0,50,10,United States,,2006,345,0,14119.05,,
1.833333,2.2,2.2,1.5,5.247024,,10,Private Individuals,,0,0,0,0,United States,,2006,275,0,13398.93,,
3,3.4,3,2.833333,5.703783,0,10,Private Individuals,,0,0,90,15,United States,,2009,275,0,14119.05,,
3.555556,3.2,3.2,3.666667,4.828314,,10,"Family owned, family CEO",,0,0,80,20,United States,,2006,355,0,13398.93,,
4.777778,4.8,4.8,4.666667,6.684612,,10,Dispersed Shareholders,US,0,1,100,50,United States,,2006,356,0,13398.93,,
3.388889,2.8,3.4,3.666667,5.926926,,8,"Family owned, family CEO",,0,0,40,0,United States,,2006,342,0,13398.93,,
2.555556,2.4,2.8,2.5,5.634789,5,10,"Family owned, family CEO",,0,0,40,0,United States,,2007,342,0,14119.05,,
3.944444,4.4,4,3.666667,5.480639,,7,Dispersed Shareholders,US,0,1,33,7,United States,,2009,344,0,14369.08,,
3,3.2,2.8,2.833333,6.877296,,10,"Family owned, family CEO",,0,0,20,5,United States,,2005,332,0,13398.93,,
2.944444,3,2.6,2.833333,6.55108,2,10,"Family owned, family CEO",,0,0,37,3,United States,,2005,332,0,14624.18,,
3.944444,4.8,4,3.666667,5.298317,,10,Dispersed Shareholders,Australia,1,0,90,5,United States,,2006,287,0,13398.93,,
3.666667,3.6,3.8,3.666667,5.823046,,7,"Family owned, external CEO",,0,0,60,0,United States,,2006,373,0,13398.93,,
3.722222,4.4,4.4,2.333333,5.991465,,10,"Family owned, external CEO",US,0,1,80,5,United States,,2006,346,0,13398.93,,
4.5,5,4.8,3.666667,6.109248,10,10,"Family owned, external CEO",US,0,1,25,30,United States,,2009,346,0,14624.18,,
2.5625,2.4,1.4,3.666667,4.60517,,10,Founder,,0,0,100,3,United States,,2006,354,0,13398.93,,
3.944444,4.6,3.8,3.833333,4.60517,,6,Private Individuals,US,0,1,50,33,United States,,2006,243,0,13398.93,,
2.833333,3.4,2.6,2.333333,6.109248,,6,"Family owned, external CEO",,0,0,66,10,United States,,2006,275,0,13398.93,,
3.222222,4,3.8,2,4.70048,,3,Dispersed Shareholders,,0,0,,,United States,,2006,341,0,13398.93,,
3.277778,3.8,3.4,2.5,8.294049,0,2,Dispersed Shareholders,US,0,1,33,3,United States,,2009,341,0,14119.05,,
3.111111,3.6,2.6,3.166667,5.010635,,10,Private Individuals,,0,0,100,15,United States,,2006,265,0,13398.93,,
2.944444,3.4,2,4,5.010635,,5,"Family owned, family CEO",,0,0,95,7,United States,,2006,238,0,13398.93,,
2.833333,3.8,2.8,1.833333,5.220356,,2,"Family owned, family CEO",US,0,1,50,10,United States,,2006,356,0,13398.93,,
4.277778,5,4.6,3.166667,5.438079,10,10,"Family owned, family CEO",US,0,1,100,15,United States,,2009,356,0,14624.18,,
2.888889,2.6,2.6,2.666667,4.60517,,10,"Family owned, family CEO",,0,0,5,5,United States,,2006,353,0,13398.93,,
3.277778,3.4,3.2,3.333333,6.55108,,0,Dispersed Shareholders,,0,0,100,35,United States,,2006,273,0,13398.93,,
3.333333,3.8,3.2,3.333333,6.55108,,10,"Family owned, family CEO",,0,0,70,0,United States,,2006,271,0,13398.93,,
